留言主题,clean_review,cut_review,地区,主谓宾
A1区西学巷有机更新项目六标段施工影响考生休息学习,A1区西学巷有机更新项目六标段施工影响考生休息学习,A1 区 西学 巷 有机 更新 项目 标段 施工 影响 考生 休息 学习,A1区,"项目施工休息,（副词：）"
A1区火星镇兴和社区能不能搞一间房子供老百姓休息?,A1区火星镇兴和社区能不能搞一间房子供老百姓休息,A1 区 火星 镇兴 社区 搞 一间 房子 供 老百姓 休息,A1区,"镇兴搞房子,（副词：能）"
A1区新安社区八组村民承包的鱼塘被施工方挖开口子，导致鱼都跑了,A1区新安社区八组村民承包的鱼塘被施工方挖开口子导致鱼都跑了,A1 区 新安 社区 八组 村民 承包 鱼塘 施工方 挖 开口子 导致 鱼 跑,A1区,"村民挖开口子,（副词：被）"
A1区九道湾小区里的快递扰民,A1区九道湾小区里的快递扰民,A1 区 九道 湾 小区 里 快递 扰民,A1区,"快递扰民,（副词：）"
A1区辉煌国际城二期居民楼下商铺违法开饭店，维权近三月没有用,A1区辉煌国际城二期居民楼下商铺违法开饭店维权近三月没有用,A1 区 辉煌 国际 城 二期 居民 楼下 商铺 违法 开 饭店 维权 三月,A1区,"商铺违法饭店,（副词：三月）"
A1区恒大君悦工地工作时间太长，噪音实在很大,A1区恒大君悦工地工作时间太长噪音实在很大,A1 区恒 大君 悦 工地 工作 时间 太 长 噪音 实在 很大,A1区,"噪音很大,（副词：太）"
A1区扬帆小区夜市每个消防安全通道都有流动摊位,A1区扬帆小区夜市每个消防安全通道都有流动摊位,A1 区 扬帆 小区 夜市 消防安全 通道 流动 摊位,A1区,"通道有摊位,（副词：都）"
A1区马王堆顺发驾校不发工资,A1区马王堆顺发驾校不发工资,A1 区 马王堆 顺发 驾校 发工资,A1区,"驾校发工资,（副词：不）"
A1区东岸街道为什么不公开征地补偿明细,A1区东岸街道为什么不公开征地补偿明细,A1 区 东岸 街道 公开 征地 补偿 明细,A1区,"街道公开补偿,（副词：为什么）"
A1区新桥新村同鑫家园排水堵塞问题谁来解决？,A1区新桥新村同鑫家园排水堵塞问题谁来解决,A1 区 新桥 新村 同鑫 家园 排水 堵塞 解决,A1区,"新村解决家园,（副词：来）"
A1区消防大队不执行消防法规，庇护无消防手续的商场,A1区消防大队不执行消防法规庇护无消防手续的商场,A1 区 消防大队 执行 消防 法规 庇护 消防 手续 商场,A1区,"消防大队执行法规,（副词：不）"
A1区建楚路曼哈顿大厦905房鹿屿剧本杀推理馆扰民,A1区建楚路曼哈顿大厦905房鹿屿剧本杀推理馆扰民,A1 区建楚 路 曼哈顿 大厦 905 房鹿屿 剧本 杀 推理 馆 扰民,A1区,"剧本杀馆,（副词：）"
A1区中联重科退休员工独生子女优待金何时能兑现？,A1区中联重科退休员工独生子女优待金何时能兑现,A1 区 中联重科 退休 员工 独生子女 优待金 何时能 兑现,A1区,"优待金兑现,（副词：何时能）"
A1区华天后街一楼垃圾车已破旧不堪,A1区华天后街一楼垃圾车已破旧不堪,A1 区 华天 街 一楼 垃圾车 破旧不堪,A1区,"垃圾车破旧不堪,（副词：已）"
请对A1区蔡锷中路E市坪房屋进行住改商性质认定,请对A1区蔡锷中路E市坪房屋进行住改商性质认定,请 A1 区 蔡锷 中路 E 市坪 房屋 住 改商 性质 认定,A1区,"房屋请进行,（副词：对）"
反映A1区星典时代小区维修基金的问题,反映A1区星典时代小区维修基金的问题,A1 区星 典 时代 小区 维修 基金,A1区,"小区反映维修,（副词：）"
A1区营盘东路与长星路交汇处的经阁铝材厂经常排放气体刺鼻,A1区营盘东路与长星路交汇处的经阁铝材厂经常排放气体刺鼻,A1 区 营盘 东路 长星路 交汇处 经阁 铝材 厂 排放 气体 刺鼻,A1区,"厂排放刺鼻,（副词：经常）"
A1区扬帆夜宵堵死消防通道,A1区扬帆夜宵堵死消防通道,A1 区 扬帆 夜宵 堵死 消防通道,A1区,"夜宵堵死消防通道,（副词：）"
A1区A2区华庭自来水好大一股霉味,A1区A2区华庭自来水好大一股霉味,A1 区 A2 区华庭 自来水 好大 一股 霉味,A1区,"霉味,（副词：）"
A1区东成大厦业主委员会申请行政复议,A1区东成大厦业主委员会申请行政复议,A1 区东成 大厦 业主 委员会 申请 行政复议,A1区,"委员会申请行政复议,（副词：）"
A1区西学巷东文庙坪附近施工，噪音很大,A1区西学巷东文庙坪附近施工噪音很大,A1 区 西学 巷东文 庙坪 施工 噪音 很大,A1区,"噪音很大,（副词：）"
A2区磨盘湾13号房子还没协调好就被拆了,A2区磨盘湾13号房子还没协调好就被拆了,A2 区 磨盘 湾 13 号 房子 协调 拆,A2区,"协调房子,（副词：还）"
A2区黄星南路90号前坪8个停车位置被私人占用收费,A2区黄星南路90号前坪8个停车位置被私人占用收费,A2 区 黄星 南路 90 号 前 坪 停车 位置 私人 占用 收费,A2区,"私人占用收费,（副词：被）"
A2区212路车时常出现半小时不发车的情况,A2区212路车时常出现半小时不发车的情况,A2 区 212 路车 时常 半小时 发车 情况,A2区,"路车出现情况,（副词：时常）"
A2区丽江翠园小区漏水问题何时解决,A2区丽江翠园小区漏水问题何时解决,A2 区 丽江 翠园 小区 漏水 解决,A2区,"解决问题,（副词：何时）"
A2区橘郡礼顿山楼盘何时交房？,A2区橘郡礼顿山楼盘何时交房,A2 区橘 郡 礼顿 山 楼盘 交房,A2区,"楼盘交房,（副词：何时）"
A2区星语林名园为什么一直是物业收取电费？,A2区星语林名园为什么一直是物业收取电费,A2 区星 语林 名园 物业 收取 电费,A2区,"名园是收取,（副词：为什么）"
恳请教育局将A2区万婴山水园纳入普惠幼儿园范畴,恳请教育局将A2区万婴山水园纳入普惠幼儿园范畴,恳请 教育局 A2 区万婴 山水园 纳入 普惠 幼儿园 范畴,A2区,"山水园恳请纳入,（副词：将）"
A2区青园街道、友谊社区到底心向何方？,A2区青园街道友谊社区到底心向何方,A2 区青园 街道 友谊 社区 心 何方,A2区,"社区向何方,（副词：到底）"
A2区桂花坪街道农民的安置地到底安置了谁？,A2区桂花坪街道农民的安置地到底安置了谁,A2 区 桂花 坪 街道 农民 安置 安置,A2区,"安置谁,（副词：安置）"
A2区保利花园三期房屋外墙渗水严重,A2区保利花园三期房屋外墙渗水严重,A2 区 保利 花园 三期 房屋 外墙 渗水,A2区,"外墙渗水,（副词：）"
请求整治A2区荣盛花语书苑群违规租房现象,请求整治A2区荣盛花语书苑群违规租房现象,请求 整治 A2 区荣盛 花语 书苑 群 违规 租房 现象,A2区,"请求整治,（副词：）"
A2区南湖路水利水电机械施工公司小区环境脏乱差！,A2区南湖路水利水电机械施工公司小区环境脏乱差,A2 区 南湖路 水利水电 机械 施工 公司 小区 环境 脏乱差,A2区,"环境脏乱差,（副词：）"
投诉A2区丽发新城附近建搅拌站噪音扰民,投诉A2区丽发新城附近建搅拌站噪音扰民,投诉 A2 区丽发 新城 建 搅拌站 噪音 扰民,A2区,"投诉建,（副词：附近）"
A2区水电八局几十家保健品，包括寿淘等又在疯狂织组会销,A2区水电八局几十家保健品包括寿淘等又在疯狂织组会销,A2 区 水电 八局 几十家 保健品 包括 寿 淘 疯狂 织 组会销,A2区,"保健品包括寿,（副词：又）"
A2区怡海星城附近能不能增加一些公交车,A2区怡海星城附近能不能增加一些公交车,A2 区怡 海星 城 增加 公交车,A2区,"增加公交车,（副词：附近）"
A2区麻园塘公交站附近凌晨有渣土车运行还伴随着鸣笛，噪音很大,A2区麻园塘公交站附近凌晨有渣土车运行还伴随着鸣笛噪音很大,A2 区麻园 塘 公交站 凌晨 渣土 车 运行 伴随 鸣笛 噪音 很大,A2区,"车有运行,（副词：附近）"
投诉A2区浦沅水竹街层上观邸1栋水果店违建,投诉A2区浦沅水竹街层上观邸1栋水果店违建,投诉 A2 区浦 沅水 竹街层 观邸 栋 水果店 违建,A2区,"水果店投诉观邸,（副词：上）"
A2区银桂苑小区西侧工地严重扰民,A2区银桂苑小区西侧工地严重扰民,A2 区银桂苑 小区 西侧 工地 扰民,A2区,"工地扰民,（副词：严重）"
A2区暮云街道暮云新村千亩良田成了大型渣土回填场,A2区暮云街道暮云新村千亩良田成了大型渣土回填场,A2 区 暮云 街道 暮云 新村 千亩 良田 成 大型 渣土 回填 场,A2区,"新村成场,（副词：千亩）"
投诉A2区楚瑞公司拖欠金盆岭理工大学项目的民工工资,投诉A2区楚瑞公司拖欠金盆岭理工大学项目的民工工资,投诉 A2 区楚瑞 公司 拖欠 金盆 岭 理工大学 项目 民工 工资,A2区,"公司投诉项目,（副词：）"
A2区黄兴路步行街大古道巷住户卫生间粪便外排,A2区黄兴路步行街大古道巷住户卫生间粪便外排,A2 区 黄兴路 步行街 古道 巷 住户 卫生间 粪便 外排,A2区,"外排,（副词：）"
A2区坡子街道楚楚社区的屋顶工程防水不到位,A2区坡子街道楚楚社区的屋顶工程防水不到位,A2 区坡子 街道 楚楚 社区 屋顶 工程 防水 到位,A2区,"工程防水,（副词：不）"
请问A2区中意小区棚改何时启动？,请问A2区中意小区棚改何时启动,请问 A2 区 中意 小区 棚改 启动,A2区,"棚改请问启动,（副词：何时）"
A2区大托村下石屋场的废气鱼塘杂草丛生，恶臭不止,A2区大托村下石屋场的废气鱼塘杂草丛生恶臭不止,A2 区大托村 石屋 场 废气 鱼塘 杂草丛生 恶臭,A2区,"恶臭不止,（副词：）"
A2区大托铺街道学生出行不方便,A2区大托铺街道学生出行不方便,A2 区大托 铺 街道 学生 出行,A2区,"大托出行街道,（副词：不）"
A2区唐家湾巷和豆鼓园巷成片危房拆迁改造多年处于停止状态,A2区唐家湾巷和豆鼓园巷成片危房拆迁改造多年处于停止状态,A2 区 唐家湾 巷和豆 鼓园巷 成片 危房 拆迁 改造 多年 处于 停止 状态,A2区,"巷和豆处于停止,（副词：多年）"
A2区事业单位招聘人员为何认为民族学不是文史哲大类,A2区事业单位招聘人员为何认为民族学不是文史哲大类,A2 区 事业单位 招聘 人员 民族学 文史哲 类,A2区,"人员认为不是,（副词：为何）"
A2区南湖公寓旁边的工地施工扰民,A2区南湖公寓旁边的工地施工扰民,A2 区 南湖 公寓 旁边 工地 施工 扰民,A2区,"工地施工,（副词：）"
关于A2区珈G2区小孩幼升小的问题咨询,关于A2区珈G2区小孩幼升小的问题咨询,A2 区珈 G2 区 小孩 幼升 咨询,A2区,"问题咨询问题,（副词：关于）"
A2区暮云镇南托街道几个麻将馆扰民,A2区暮云镇南托街道几个麻将馆扰民,A2 区 暮云 镇南 托 街道 几个 麻将馆 扰民,A2区,"托街道,（副词：镇南）"
举报A2区食品药品监督管理局大托铺监管所领导参与赌博,举报A2区食品药品监督管理局大托铺监管所领导参与赌博,举报 A2 区 食品 药品监督管理局 大托 铺 监管 领导 参与 赌博,A2区,"大托举报领导,（副词：）"
A2区兴汝金城二期园艺路何时能完工,A2区兴汝金城二期园艺路何时能完工,A2 区兴 金城 二期 园艺 路 何时能 完工,A2区,"何时能完工,（副词：）"
A2区富绿新村房产的性质是什么？,A2区富绿新村房产的性质是什么,A2 区富 绿 新村 房产 性质,A2区,"性质是什么,（副词：）"
A2区暮云派出所报案1个月，反复推脱不予立案,A2区暮云派出所报案1个月反复推脱不予立案,A2 区 暮云 派出所 报案 反复 推脱 不予 立案,A2区,"派出所报案立案,（副词：反复）"
A2区F市朝阳烧烤龙湾店老板打伤我，还在逍遥法外,A2区F市朝阳烧烤龙湾店老板打伤我还在逍遥法外,A2 区 F 市 朝阳 烧烤 龙湾 店老板 打伤 逍遥法外,A2区,"店老板逍遥法外我,（副词：还）"
投诉A2区丽发新城附近建搅拌站噪音扰民,投诉A2区丽发新城附近建搅拌站噪音扰民,投诉 A2 区丽发 新城 建 搅拌站 噪音 扰民,A2区,"投诉建,（副词：附近）"
A2区A1区南路每晚都有大货车飞驰鸣笛,A2区A1区南路每晚都有大货车飞驰鸣笛,A2 区 A1 区 南路 每晚 货车 飞驰 鸣笛,A2区,"南路有飞驰,（副词：每晚）"
A2区文明交通劝导员要求公开有关补贴信息,A2区文明交通劝导员要求公开有关补贴信息,A2 区 文明 交通 劝导 员 公开 补贴 信息,A2区,"交通要求公开,（副词：）"
A2区A1区路快速通道改造施工噪音严重影响休息,A2区A1区路快速通道改造施工噪音严重影响休息,A2 区 A1 区路 快速通道 改造 施工 噪音 影响 休息,A2区,"快速通道影响噪音,（副词：严重）"
A2区A1区路万家丽路口以南夜间重型货车来往频繁！,A2区A1区路万家丽路口以南夜间重型货车来往频繁,A2 区 A1 区路 万家 丽 路口 以南 夜间 重型 货车 来往 频繁,A2区,"货车来往,（副词：）"
A2区丽发新城小区旁边的搅拌厂是否合法经营,A2区丽发新城小区旁边的搅拌厂是否合法经营,A2 区丽发 新城 小区 旁边 搅拌 厂 合法经营,A2区,"A2区丽发合法经营,（副词：是否）"
A2区公安分局报案受理后，何时才有回复？,A2区公安分局报案受理后何时才有回复,A2 区 公安分局 报案 受理 回复,A2区,"有回复,（副词：后）"
询问A2区房子房产证加名字的问题,询问A2区房子房产证加名字的问题,询问 A2 区 房子 房产证 加 名字,A2区,"房产证询问名字,（副词：）"
投诉A2区木莲路的沐咖啡茶楼涉嫌聚众赌博,投诉A2区木莲路的沐咖啡茶楼涉嫌聚众赌博,投诉 A2 区 木莲 路 沐 咖啡 茶楼 涉嫌 聚众赌博,A2区,"投诉茶楼,（副词：）"
A2区肉联厂18栋这边的平房什么时候拆迁？,A2区肉联厂18栋这边的平房什么时候拆迁,A2 区 肉联厂 18 栋 平房 拆迁,A2区,"平房拆迁,（副词：时候）"
A2区豹子岭社区楚江化工厂家属区新联路出入口水泥路两侧乱停放私家车,A2区豹子岭社区楚江化工厂家属区新联路出入口水泥路两侧乱停放私家车,A2 区 豹子 岭 社区 楚江 化工厂 家属区 新联 路 出入口 水泥路 两侧 乱 停放 私家车,A2区,"路出入口私家车,（副词：两侧）"
A2区暮云花园岭社区交通出行不便,A2区暮云花园岭社区交通出行不便,A2 区 暮云 花园 岭 社区 交通 出行 不便,A2区,"出行不便,（副词：）"
A2区港子河公园及周边绿化带架设高压线，影响居民生命安全,A2区港子河公园及周边绿化带架设高压线影响居民生命安全,A2 区 港子 河 公园 周边 绿化带 架设 高压线 影响 居民 生命安全,A2区,"公园架设高压线,（副词：）"
