留言主题,clean_review,cut_review,地区,关键词,留言详情中的实体,留言主题中的实体
A1区农业大学滨河小区麻将馆扰民严重,A1区农业大学滨河小区麻将馆扰民严重,A1区 农业大学 滨河 小区 麻将馆 扰民,A1区,"['麻将馆', 'A1区', '滨河', '农业大学', '扰民']",['西地省'],['A1区农业大学滨河小区']
请整治A1区荷花园街道老屋园路的停车乱象,请整治A1区荷花园街道老屋园路的停车乱象,请 整治 A1区 荷 花园 街道 老屋 园路 停车 乱象,A1区,"['A1区', '园路', '老屋', '乱象', '停车']",['A市'],['A1区荷花园街道老屋']
请修复A1区古曲路和远大路交叉口人行横道,请修复A1区古曲路和远大路交叉口人行横道,请 修复 A1区 古曲 路 远大路 交叉口 人行横道,A1区,"['远大路', 'A1区', '古曲', '人行横道', '交叉口']","['A市', '旭辉', 'A市', 'A市', 'A市', 'A市', '旭辉', 'A市', 'A市', 'A市', '旭辉', 'A市', 'A市', 'A市', 'A市', 'A市', '切勿']",['A1区']
A1区解放西路老地方餐饮管理有限公司没有消防安检证却能正常营业,A1区解放西路老地方餐饮管理有限公司没有消防安检证却能正常营业,A1区 解放 西路 地方 餐饮 管理 有限公司 消防 安检 证 营业,A1区,"['A1区', '安检', '消防', '餐饮', '西路']",[],"['A1区', '西路老地方餐饮管理有限公司']"
投诉A1区马王堆福顺达驾校不发工资,投诉A1区马王堆福顺达驾校不发工资,投诉 A1区 马王堆 福 顺达 驾校 发工资,A1区,"['驾校', 'A1区', '顺达', '发工资', '马王堆']",['A市同升湖学校'],['马王堆']
A1区物资储备局借空车位停下车为何不被允许？,A1区物资储备局借空车位停下车为何不被允许,A1区 物资 储备 局借 空车 位 停下 车,A1区,"['A1区', '局借', '空车', '停下', '物资']","['A市', 'A市']",['A1区']
A1区凯通国际城消防设施设备瘫痪数年,A1区凯通国际城消防设施设备瘫痪数年,A1区 凯通 国际 城 消防设施 设备 瘫痪 数年,A1区,"['A1区', '凯通', '消防设施', '瘫痪', '数年']",['A市A2区黄谷路'],['A1区凯通国际城消防设施']
反映A1区古汉路马王堆邮政宿舍三供一业改造工程的问题,反映A1区古汉路马王堆邮政宿舍三供一业改造工程的问题,A1区 古汉 路 马王堆 邮政 宿舍 三供 一业 改造 工程,A1区,"['一业', 'A1区', '三供', '古汉', '马王堆']",['西地省师大附中星城实验学校小学部'],"['A1区', '马王堆']"
投诉A1区非法进行棚改,投诉A1区非法进行棚改,投诉 A1区 非法 棚改,A1区,"['A1区', '棚改', '投诉', '非法']","['楚龙', '南塘', '从南', '二十分钟', '跟筑梦星园', '成由北往南']",['A1区']
A1区先锋东外滩小区居民楼办少儿培训班，太扰民,A1区先锋东外滩小区居民楼办少儿培训班太扰民,A1区 先锋 东 外滩 小区 居民楼 办 少儿 培训班 太 扰民,A1区,"['A1区', '居民楼', '少儿', '扰民', '外滩']",[],"['A1区', '外滩']"
A1区车站北路王府花园二栋六楼有高空坠物隐患,A1区车站北路王府花园二栋六楼有高空坠物隐患,A1区 车站 北路 王府 花园 二栋 六楼 高空 坠物 隐患,A1区,"['二栋', 'A1区', '坠物', '六楼', '北路']","['A市', '文教用品有限公司', 'A市', 'A7县', 'A7县', 'A7县', '归市', 'A市']","['A1区', '北路王府']"
A1区马王堆扰民现象还是存在,A1区马王堆扰民现象还是存在,A1区 马王堆 扰民 现象,A1区,"['A1区', '扰民', '马王堆', '现象']",[],"['A1区', '马王堆']"
A1区长郡A1区实验中学成绩一般的孩子不能去补课？,A1区长郡A1区实验中学成绩一般的孩子不能去补课,A1区 长郡 A1区 实验 中学 成绩 孩子 补课,A1区,"['A1区', '长郡', '补课', '中学', '成绩']","['A市', '金晖', 'A市A3区A3区', 'A市', 'A市', 'A市', 'A市', 'A市']",['A1区长郡A1区实验中学']
A1区征收工作人员弄虚作假使我失去选择产权置换的权利,A1区征收工作人员弄虚作假使我失去选择产权置换的权利,A1区 征收 工作人员 弄虚作假 选择 产权 置换 权利,A1区,"['A1区', '弄虚作假', '置换', '产权', '征收']",[],['A1区']
请求公开A1区东成大厦申报建设成本资料,请求公开A1区东成大厦申报建设成本资料,请求 公开 A1区 东成 大厦 申报 建设 成本 资料,A1区,"['A1区', '东成', '大厦', '申报', '请求']","['万家丽路', '月湖公园']",['A1区东成大厦']
A1区马王堆街道新桥新村社区居民房屋被淹,A1区马王堆街道新桥新村社区居民房屋被淹,A1区 马王堆 街道 新桥 新村 社区 居民 房屋 被淹,A1区,"['A1区', '新桥', '被淹', '马王堆', '新村']","['廖明志', 'A8县', '大屯营镇', '李家', '纳锐', 'A8县', '大屯营镇', '谭文建', '谭文建', '谭文建', '谭文建', '廖明志', '谭文建', '谭文建', '谭文建', '谭文建', '谭文建', '谭文建', '谭文建', '何某', '谭某']",['A1区马王堆街道新桥新村社区']
质疑A1区老地方美食广场无证无照经营,质疑A1区老地方美食广场无证无照经营,质疑 A1区 地方 美食 广场 无证无照 经营,A1区,"['无证无照', 'A1区', '美食', '广场', '质疑']",[],['A1区']
A1区才子佳郡附近工地夜间施工，噪音太大了,A1区才子佳郡附近工地夜间施工噪音太大了,A1区 才子 佳 郡 工地 夜间 施工 噪音 太大,A1区,"['A1区', '才子', '噪音', '工地', '施工']","['西地省展星投资有限公司', 'A市A4区公安局', '邓峰', '邓峰', '刘顺陈杰雄周丽开', '孙凯', '苏纳邢明', 'A4区公安局', 'A4区公安局', '武汉乐居财富南昌小猪', '广州新联在线', 'A4区公安局', '毛浚', '刘顺', '陈杰雄', '孙凯', 'A4区公安局', '毛浚']",[]
A1区才子佳郡小区无水可用,A1区才子佳郡小区无水可用,A1区 才子 佳 郡 小区 无水 可用,A1区,"['A1区', '无水', '才子', '小区', '可用']",['A3区东方红路嘉顺苑'],[]
A1区汇一城小区高层住宅与变电站距离不到15米,A1区汇一城小区高层住宅与变电站距离不到15米,A1区 汇一城 小区 高层住宅 变电站 距离 不到 15 米,A1区,"['A1区', '汇一城', '15', '高层住宅', '变电站']","['A市', '湾小区开发商西地省天福置业有限公司', '高达', '洪山', '洪山桥派出所洪山街道城建', 'A4区', '然高', '洪西', '洪山', '欧阳先生', 'A市', '欧阳先生', '欧阳先生']",['A1区汇一城小区高层住宅']
A1区辉煌国际城二期商铺被开发商违法出租给别人做餐饮,A1区辉煌国际城二期商铺被开发商违法出租给别人做餐饮,A1区 辉煌 国际 城 二期 商铺 开发商 违法 出租 做 餐饮,A1区,"['A1区', '商铺', '餐饮', '二期', '出租']","['A6区', 'A6区']",['A1区']
A1区A2区华庭物业把每层楼的消防通道门都锁住了,A1区A2区华庭物业把每层楼的消防通道门都锁住了,A1区 A2区 华庭 物业 层楼 消防通道 门 锁住,A1区,"['A1区', 'A2区', '华庭', '消防通道', '层楼']","['段华吉', 'A2区坡子街办事处', '登仁桥', 'A2区政府', '樊西巷', 'A2区政府', 'A2区政府', 'A2区政府', '登仁桥', '樊西巷', '陈平', '华吉']",['A1区A2区华庭']
A1区紫来阁小区公共用地被侵占,A1区紫来阁小区公共用地被侵占,A1区 紫来 阁 小区 公共 用地 侵占,A1区,"['A1区', '紫来', '侵占', '用地', '小区']",['A市'],['A1区紫来阁小区']
A1区鸿运花苑安置楼楼顶被堆了好多垃圾,A1区鸿运花苑安置楼楼顶被堆了好多垃圾,A1区 鸿运 花苑 安置 楼 楼顶 堆 好多 垃圾,A1区,"['A1区', '鸿运', '花苑', '楼顶', '垃圾']","['A2区', '西湖路', 'A2区', '石岭', '出村', '西湖路', '西湖路']",['A1区']
投诉A1区先锋东外滩小区2栋一麻将馆扰民,投诉A1区先锋东外滩小区2栋一麻将馆扰民,投诉 A1区 先锋 东 外滩 小区 栋 麻将馆 扰民,A1区,"['麻将馆', 'A1区', '扰民', '外滩', '投诉']",[],"['A1区', '外滩']"
请依法解决A1区美漾酒店无证违法施工事件,请依法解决A1区美漾酒店无证违法施工事件,请 依法 解决 A1区 美漾 酒店 无证 违法 施工 事件,A1区,"['A1区', '美漾', '无证', '酒店', '施工']","['A7县', '山镇荣合桥社区井湾里组']",['A1区美漾酒店无证']
投诉A1区博拜口腔医院霸占个人地下车库,投诉A1区博拜口腔医院霸占个人地下车库,投诉 A1区 博拜 口腔医院 霸占 地下 车库,A1区,"['口腔医院', 'A1区', '博拜', '车库', '霸占']","['A市A2区暮云街道西湖小区村委会', '西湖']",['A1区']
A1区沁园小区12栋悦康沐足涉嫌卖淫,A1区沁园小区12栋悦康沐足涉嫌卖淫,A1区 沁园 小区 12 栋悦 康沐足 涉嫌 卖淫,A1区,"['A1区', '沁园', '12', '栋悦', '康沐足']","['西地省A7县', '塘村', '西地省', '胡军学', 'A7县', '胡军学']",['A1区沁园']
A1区桐阴里小区一直夜间施工,A1区桐阴里小区一直夜间施工,A1区 桐阴里 小区 夜间 施工,A1区,"['A1区', '桐阴里', '小区', '施工', '夜间']","['A市A4区秀峰', '塘村']",['A1区桐阴里小区']
A1区古汉国际广场楼顶好多人种菜,A1区古汉国际广场楼顶好多人种菜,A1区 古汉 国际 广场 楼顶 好多 种菜,A1区,"['A1区', '古汉', '种菜', '楼顶', '好多']","['A3区西湖街道茶场', '城中村', '白云路', 'A3区', 'A市政府A3区政府']",['A1区古汉国际广场']
A1区A2区华庭负一楼车库又成垃圾场了,A1区A2区华庭负一楼车库又成垃圾场了,A1区 A2区 华庭负 一楼 车库 成 垃圾场,A1区,"['A1区', 'A2区', '华庭负', '垃圾场', '车库']","['路枫华', 'A市']",['A1区A2区']
A1区新华大厦黑恶贷款中介强行多扣砍头息不退,A1区新华大厦黑恶贷款中介强行多扣砍头息不退,A1区 新华 大厦 黑恶 贷款 中介 强行 多扣 砍头 息不退,A1区,"['A1区', '多扣', '息不退', '黑恶', '砍头']",['A市东能华府'],['A1区新华大厦']
请求关注A1区县府坪居民点106号私房改造遗留问题,请求关注A1区县府坪居民点106号私房改造遗留问题,请求 关注 A1区 县府 坪 居民点 106 号 私房 改造 遗留问题,A1区,"['A1区', '106', '私房', '遗留问题', '居民点']","['盛镇', '西地省', '邹某', '永安', '邹某明', '北盛镇', '永安', '邹某', '北盛镇', '西地省', '北盛镇', '盛镇']",['A1区']
A1区远大路东方银座小区水管漏水已有二年了，无人管,A1区远大路东方银座小区水管漏水已有二年了无人管,A1区 远大路 东方 银座 小区 水管 漏水 已有 二年 无人管,A1区,"['远大路', '无人管', 'A1区', '银座', '漏水']",['四区聚鑫大厦'],['A1区远大路东方银座小区水管']
A1区老地方美食广场无消防手续正常营业四个月,A1区老地方美食广场无消防手续正常营业四个月,A1区 地方 美食 广场 消防 手续 营业 四个,A1区,"['A1区', '消防', '美食', '手续', '广场']",['A市左家塘税务局'],['A1区']
严重举报A1区华海3c朝阳菜市场附近夜宵摊门店口摆满桌椅,严重举报A1区华海3c朝阳菜市场附近夜宵摊门店口摆满桌椅,举报 A1区 华海 3c 朝阳 菜市场 夜宵 摊 门店 口 摆满 桌椅,A1区,"['A1区', '华海', '3c', '夜宵', '菜市场']","['中南林科大', 'A市']","['A1区', '朝阳']"
A1区碧云天大厦无良歌厅非法KTV歌厅，扰民,A1区碧云天大厦无良歌厅非法KTV歌厅扰民,A1区 碧云天 大厦 无良 歌厅 非法 KTV 歌厅 扰民,A1区,"['歌厅', '碧云天', 'A1区', 'KTV', '无良']",[],['A1区碧云天大厦']
A1区马王堆陶瓷城B区停车越来越乱，消防通道被堵,A1区马王堆陶瓷城B区停车越来越乱消防通道被堵,A1区 马王堆 陶瓷 城 B 区 停车 越来越 乱 消防通道 堵,A1区,"['A1区', '消防通道', '马王堆', '停车', '陶瓷']","['谷山', '官渡', '许红连', '四川泽华源矿业有限公司']",['A1区马王堆']
A1区蔡锷南路A2区华庭楼顶水箱长年不洗,A1区蔡锷南路A2区华庭楼顶水箱长年不洗,A1区 蔡锷 南路 A2区 华庭 楼顶 水箱 长年 不洗,A1区,"['不洗', 'A1区', 'A2区', '华庭', '蔡锷']","['蓝湾', '九道湾', 'A市自来水公司', 'A市', 'A市', 'A市文明城市']","['A1区', '蔡锷', '南路A2区']"
A1区远大一路辉煌国际城二期物业公司提供虚假场地证明,A1区远大一路辉煌国际城二期物业公司提供虚假场地证明,A1区 远大 一路 辉煌 国际 城 二期 物业公司 提供 虚假 场地 证明,A1区,"['A1区', '远大', '物业公司', '二期', '场地']",[],['A1区']
投诉A1区德政园聚心苑一饭店违规排放油烟，占用公共通道,投诉A1区德政园聚心苑一饭店违规排放油烟占用公共通道,投诉 A1区 德政 园聚 心苑 饭店 违规 排放 油烟 占用 公共 通道,A1区,"['A1区', '园聚', '油烟', '德政', '心苑']","['A6区高塘岭', '景城御苑', 'A6区', 'A2区']",['A1区']
A1区木村安置小区广场健身舞扰民,A1区木村安置小区广场健身舞扰民,A1区 木村 安置 小区 广场 健身 舞 扰民,A1区,"['木村', 'A1区', '扰民', '健身', '安置']",[],['A1区木村']
A1区万科金域蓝湾小区三期北门一家茶馆的招牌灯光太刺眼,A1区万科金域蓝湾小区三期北门一家茶馆的招牌灯光太刺眼,A1区 万科 金域 蓝湾 小区 三期 北门 一家 茶馆 招牌 灯光 太 刺眼,A1区,"['A1区', '金域', '蓝湾', '刺眼', '三期']","['A市', '西地省欧比佳营养食品有限公司', '后该公司']",['A1区万科金域蓝湾小区']
A1区恒大江湾二期工地长期在晚上施工扰民,A1区恒大江湾二期工地长期在晚上施工扰民,A1区 恒大 江湾 二期 工地 长期 晚上 施工 扰民,A1区,"['A1区', '恒大', '江湾', '扰民', '二期']","['A市', 'A市', 'A市']","['A1区', '江湾']"
A1区A2区华庭地下车库要变成垃圾场了,A1区A2区华庭地下车库要变成垃圾场了,A1区 A2区 华庭 地下 车库 垃圾场,A1区,"['A1区', 'A2区', '华庭', '垃圾场', '车库']",[],['A1区A2区']
A1区乐和城停车场入口成了一夜宵市场,A1区乐和城停车场入口成了一夜宵市场,A1区 乐和城 停车场 入口 成 夜宵 市场,A1区,"['A1区', '乐和城', '夜宵', '停车场', '入口']","['A市', 'A7县']",['A1区乐和城']
西地省旺银置业新A1区之都项目用五万罚款换千万违法资产合法,西地省旺银置业新A1区之都项目用五万罚款换千万违法资产合法,西地 省旺 银 置业 新 A1区 项目 五万 罚款 换 违法 资产 合法,A1区,"['省旺', 'A1区', '五万', '罚款', '置业']",['A1区A1区苑'],[]
A1区地铁五号线马王堆站经常超时作业，影响居民正常休息,A1区地铁五号线马王堆站经常超时作业影响居民正常休息,A1区 地铁 五号线 马王堆 站 超时 作业 影响 居民 休息,A1区,"['五号线', 'A1区', '超时', '马王堆', '地铁']","['长株', 'B市', 'A市', '广州铁路局长株潭铁路公司', 'A市政府']","['A1区', '马王堆']"
A1区A9市河观光带辛追塑像附近舞蹈音响声音太大,A1区A9市河观光带辛追塑像附近舞蹈音响声音太大,A1区 A9 市河 观光 带辛 追 塑像 舞蹈 音响 声音 太,A1区,"['A1区', 'A9', '市河', '带辛', '观光']","['A7县', '山镇石常', '福高镇', '福高村']",['A1区']
A1区中房瑞致小区前面工地施工，快要把人吵成疯子了,A1区中房瑞致小区前面工地施工快要把人吵成疯子了,A1区 中房 瑞致 小区 工地 施工 吵成 疯子,A1区,"['A1区', '瑞致', '吵成', '疯子', '工地']",['西地省科技职业技术学院'],['A1区中房']
A1区远大一路辉煌国际城二期物业提供虚假场地证明，居民楼下商铺非法取证,A1区远大一路辉煌国际城二期物业提供虚假场地证明居民楼下商铺非法取证,A1区 远大 一路 辉煌 国际 城 二期 物业 提供 虚假 场地 证明 居民 楼下 商铺 非法 取证,A1区,"['A1区', '远大', '取证', '商铺', '二期']","['西地省', '西地省']",['A1区']
